ALOWE	327	40160
ALPHA	328	32401
ALTAR	329	90593
ALTER	330	1872
ALTHO	331	4687
ALTOS	332	79804
ALULA	333	16193
ALUMS	334	45925
ALURE	335	40396
ALVAR	336	22900
ALWAY	337	530
AMAHS	338	93734
AMAIN	339	51157
AMASS	340	76875
AMATE	341	25893
AMAUT	342	94959
AMAZE	343	34351
AMBAN	344	1893
AMBER	345	42753
AMBIT	346	36144
AMBLE	347	93672
AMBOS	348	45561
AMBRY	349	16988
AMEBA	350	62913
AMEER	351	26882
AMEND	352	79835
AMENE	353	16722
AMENS	354	15913
AMENT	355	41681
AMIAS	356	89130
AMICE	357	44199
AMICI	358	95957
AMIDE	359	38849
AMIDO	360	93414
AMIDS	361	43098
AMIES	362	60020
AMIGA	363	99284
AMIGO	364	57357
AMINE	365	71777
AMINO	366	84905
AMINS	367	37714
AMIRS	368	13231
AMISS	369	7241
AMITY	370	67308
AMLAS	371	87495
AMMAN	372	16558
AMMON	373	10789
AMMOS	374	11246
AMNIA	375	80109
AMNIC	376	86226
AMNIO	377	97845
AMOKS	378	34973
AMOLE	379	57016
AMONG	380	40197
AMORT	381	40912
AMOUR	382	59964
AMOVE	383	41278
AMOWT	384	72621
AMPED	385	9231
AMPLE	386	83364
AMPLY	387	9410
AMPUL	388	12642
AMRIT	389	77830
AMUCK	390	94228
AMUSE	391	6254
AMYLS	392	54699
ANANA	393	51261
ANATA	394	68705
ANCHO	395	25127
ANCLE	396	38473
ANCON	397	30266
ANDRO	398	82757
ANEAR	399	79584
ANELE	400	11311
ANENT	401	98516
ANGAS	402	10506
ANGEL	403	88778
ANGER	404	51486
ANGLE	405	45514
ANGLO	406	47227
ANGRY	407	50521
ANGST	408	67192
ANIGH	409	93292
ANILE	410	9264
ANILS	411	6148
ANIMA	412	67057
ANIME	413	50652
ANIMI	414	3538
ANION	415	45501
ANISE	416	71238
ANKER	417	53525
ANKHS	418	27293
ANKLE	419	14686
ANKUS	420	12194
ANLAS	421	35135
ANNAL	422	89104
ANNAS	423	62182
ANNAT	424	81076
ANNEX	425	39878
ANNOY	426	96995
ANNUL	427	89169
ANOAS	428	57806
ANODE	429	79057
ANOLE	430	58457
ANOMY	431	71762
ANSAE	432	68515
ANTAE	433	88884
ANTAR	434	18243
ANTAS	435	37349
ANTED	436	97059
ANTES	437	6074
ANTIC	438	4797
ANTIS	439	66947
ANTRA	440	48571
ANTRE	441	39763
ANTSY	442	60372
ANURA	443	4415
ANVIL	444	71722
ANYON	445	1445
AORTA	446	70259
APACE	447	55956
APAGE	448	7129
APAID	449	44086
APART	450	82997
APAYD	451	97986
APAYS	452	6257
APEAK	453	67921
APEEK	454	48698
APERS	455	37192
APERT	456	23120
APERY	457	2867
APGAR	458	94400
APHID	459	19202
APHIS	460	11759
APIAN	461	40790
APING	462	52640
APIOL	463	16468
APISH	464	85775
APISM	465	94218
APNEA	466	85440
APODE	467	83580
APODS	468	32655
APOOP	469	21009
APORT	470	19444
APPAL	471	82992
APPAY	472	62991
APPEL	473	99738
APPLE	474	37374
APPLY	475	89760
APPRO	476	55505
APPUI	477	69757
APPUY	478	37766
APRES	479	71470
APRON	480	23432
APSES	481	88610
APSIS	482	63354
APSOS	483	18375
APTED	484	78745
APTER	485	82137
APTLY	486	22952
AQUAE	487	14164
AQUAS	488	67222
ARABA	489	80925
ARAKS	490	28461
ARAME	491	44641
ARARS	492	11713
ARBAS	493	89376
ARBOR	494	49972
ARCED	495	7345
ARCHI	496	16524
ARCOS	497	15059
ARCUS	498	82429
ARDEB	499	56791
ARDOR	500	56833
ARDRI	501	13551
AREAD	502	64012
AREAE	503	84911
AREAL	504	99039
AREAR	505	39788
AREAS	506	33694
ARECA	507	36503
AREDD	508	4111
AREDE	509	88177
AREFY	510	1175
AREIC	511	77372
ARENA	512	69584
ARENE	513	97379
AREPA	514	96554
ARERE	515	93
ARETE	516	93450
ARETS	517	51744
ARETT	518	63585
ARGAL	519	166
ARGAN	520	69969
ARGIL	521	77114
ARGLE	522	33784
ARGOL	523	58635
ARGON	524	22958
ARGOT	525	32103
ARGUE	526	64619
ARGUS	527	10270
ARHAT	528	30462
ARIAS	529	24487
ARIEL	530	6651
ARIKI	531	75257
ARILS	532	3437
ARIOT	533	82431
ARISE	534	71423
ARISH	535	55637
ARKED	536	77078
ARLED	537	33006
ARLES	538	9628
ARMED	539	99365
ARMER	540	75419
ARMET	541	77116
ARMIL	542	71385
ARMOR	543	54454
ARNAS	544	70390
ARNUT	545	34863
AROBA	546	47854
AROHA	547	34855
AROID	548	89110
AROMA	549	82583
AROSE	550	53071
ARPAS	551	99642
ARPEN	552	53356
ARRAH	553	50473
ARRAS	554	78571
ARRAY	555	64618
ARRET	556	50884
ARRIS	557	78220
ARROW	558	55315
ARROZ	559	31829
ARSED	560	12335
ARSES	561	31338
ARSEY	562	11428
ARSIS	563	82475
ARSON	564	91047
ARTAL	565	74228
ARTEL	566	47355
ARTIC	567	31862
ARTIS	568	60464
ARTSY	569	46807
ARUHE	570	53706
ARUMS	571	37825
ARVAL	572	92716
ARVEE	573	33045
ARVOS	574	91123
ARYLS	575	204
ASANA	576	2782
ASCON	577	69082
ASCOT	578	71615
ASCUS	579	44176
ASDIC	580	78569
ASHED	581	11911
ASHEN	582	12407
ASHES	583	4453
ASHET	584	77191
ASIDE	585	24979
ASKED	586	8968
ASKER	587	72329
ASKEW	588	7504
ASKOI	589	63022
ASKOS	590	13449
ASPEN	591	38907
ASPER	592	7546
ASPIC	593	23359
ASPIE	594	60547
ASPIS	595	59125
ASPRO	596	240
ASSAI	597	49505
ASSAM	598	16887
ASSAY	599	55662
ASSES	600	88600
ASSET	601	27242
ASSEZ	602	70585
ASSOT	603	22793
ASTER	604	55447
ASTIR	605	88249
ASTUN	606	77935
ASURA	607	37512
ASWAY	608	59910
ASWIM	609	57963
ASYLA	610	84081
ATAPS	611	56696
ATAXY	612	5591
ATIGI	613	80030
ATILT	614	67758
ATIMY	615	69283
ATLAS	616	94581
ATMAN	617	28153
ATMAS	618	95032
ATMOS	619	47003
ATOCS	620	28948
ATOKE	621	64197
ATOKS	622	94323
ATOLL	623	86504
ATOMS	624	27078
ATOMY	625	45619
ATONE	626	88389
ATONY	627	12728
ATOPY	628	60260
ATRIA	629	12382
ATRIP	630	2536
ATTAP	631	35708
ATTAR	632	85022
ATTIC	633	20448
ATUAS	634	98719
AUDAD	635	18498
AUDIO	636	40634
AUDIT	637	6948
AUGER	638	26940
AUGHT	639	8851
AUGUR	640	38723
AULAS	641	44179
AULIC	642	92742
AULOI	643	15580
AULOS	644	64892
AUMIL	645	47366
AUNES	646	12134
AUNTS	647	18421
AUNTY	648	35955
AURAE	649	85805
AURAL	650	30674
AURAR	651	25985
AURAS	652	89923
AUREI	653	72942
AURES	654	27924
AURIC	655	89006
AURIS	656	32346
AURUM	657	78383
AUTOS	658	17739
AUXIN	659	38276
AVAIL	660	93792
AVALE	661	7108
AVANT	662	68098
AVAST	663	66967
AVELS	664	37764
AVENS	665	63036
AVERS	666	69998
AVERT	667	16025
AVGAS	668	13687
AVIAN	669	22641
AVINE	670	53895
AVION	671	46477
AVISE	672	59349
AVISO	673	35623
AVIZE	674	63351
AVOID	675	79207
AVOWS	676	42473
AVYZE	677	1906
AWAIT	678	44941
AWAKE	679	2206
AWARD	680	19831
AWARE	681	65565
AWARN	682	24001
AWASH	683	58659
AWATO	684	89068
AWAVE	685	97830
AWAYS	686	33794
AWDLS	687	49931
AWEEL	688	51857
AWETO	689	72244
AWFUL	690	4734
AWING	691	9330
AWMRY	692	9828
AWNED	693	36623
AWNER	694	41001
AWOKE	695	45422
AWOLS	696	81356
AWORK	697	98417
AXELS	698	76
AXIAL	699	3523
AXILE	700	98589
AXILS	701	24152
AXING	702	34334
AXIOM	703	95543
AXION	704	92895
AXITE	705	39668
AXLED	706	81274
AXLES	707	64825
AXMAN	708	54519
AXMEN	709	87005
AXOID	710	16951
AXONE	711	78595
AXONS	712	89887
AYAHS	713	32695
AYAYA	714	46710
AYELP	715	33222
AYGRE	716	14152
AYINS	717	88510
AYONT	718	22784
AYRES	719	70746
AYRIE	720	4660
AZANS	721	17912
AZIDE	722	91336
AZIDO	723	34159
AZINE	724	29014
AZLON	725	87685
AZOIC	726	75810
AZOLE	727	31409
AZONS	728	57145
AZOTE	729	98055
AZOTH	730	16738
AZUKI	731	37934
AZURE	732	26829
AZURN	733	14263
AZURY	734	16321
AZYGY	735	57902
AZYME	736	72339
AZYMS	737	62129
BAAED	738	66833
BAALS	739	90576
BABAS	740	97121
BABEL	741	10266
BABES	742	85573
BABKA	743	69788
BABOO	744	11286
BABUL	745	65809
BABUS	746	6299
BACCA	747	12490
BACCO	748	22736
BACCY	749	57248
BACHA	750	30917
BACHS	751	50585
BACKS	752	21653
BACON	753	99297
BADDY	754	36623
BADGE	755	20847
BADLY	756	7717
BAELS	757	99480
BAFFS	758	52248
BAFFY	759	95819
BAFTS	760	71889
BAGEL	761	77362
BAGGY	762	95715
BAGHS	763	47657
BAGIE	764	92233
BAHTS	765	11035
BAHUS	766	172
BAHUT	767	42461
BAILS	768	69955
BAIRN	769	29915
BAISA	770	73887
BAITH	771	47907
BAITS	772	76111
BAIZA	773	30198
BAIZE	774	16523
BAJAN	775	77337
BAJRA	776	77942
BAJRI	777	42398
BAJUS	778	63913
BAKED	779	8534
BAKEN	780	89151
BAKER	781	17645
BAKES	782	99489
BAKRA	783	27909
BALAS	784	43979
BALDS	785	34838
BALDY	786	42692
BALED	787	44047
BALER	788	6814
BALES	789	99109
BALKS	790	16173
BALKY	791	61149
BALLS	792	74416
BALLY	793	86363
BALMS	794	87243
BALMY	795	5245
BALOO	796	26084
BALSA	797	38684
BALTI	798	33572
BALUN	799	4803
BALUS	800	70611
BAMBI	801	52276
BANAK	802	89369
BANAL	803	1575
BANCO	804	46535
BANCS	805	31212
BANDA	806	50588
BANDH	807	53071
BANDS	808	90738
BANDY	809	14827
BANED	810	82385
BANES	811	5405
BANGS	812	21281
BANIA	813	46336
BANJO	814	34289
BANKS	815	27502
BANNS	816	12767
BANTS	817	95008
BANTU	818	5312
BANTY	819	74308
BANYA	820	29421
BAPUS	821	980
BARBE	822	40386
BARBS	823	65542
BARBY	824	87234
BARCA	825	41570
BARDE	826	78995
BARDO	827	10984
BARDS	828	60345
BARDY	829	42985
BARED	830	54820
BARER	831	57319
BARES	832	96107
BARFI	833	74800
BARFS	834	13531
BARGE	835	65433
BARIC	836	1044
BARKS	837	78541
BARKY	838	37425
BARMS	839	76840
BARMY	840	7490
BARNS	841	86432
BARNY	842	54341
BARON	843	62572
BARPS	844	83051
BARRA	845	19158
BARRE	846	86009
BARRO	847	60107
BARRY	848	76268
BARYE	849	73709
BASAL	850	91106
BASAN	851	72587
BASED	852	61190
BASEN	853	34096
BASER	854	54924
BASES	855	71813
BASHO	856	71448
BASIC	857	75445
BASIJ	858	55390
BASIL	859	75257
BASIN	860	42411
BASIS	861	61816
BASKS	862	6307
BASON	863	50489
BASSE	864	87666
BASSI	865	71549
BASSO	866	25106
BASSY	867	19067
BASTA	868	71496
BASTE	869	71379
BASTI	870	84144
BASTO	871	89500
BASTS	872	34104
BATCH	873	16527
BATED	874	57301
BATES	875	54905
BATHE	876	95927
BATHS	877	72042
BATIK	878	70839
BATON	879	15725
BATTA	880	48968
BATTS	881	67960
BATTU	882	33132
BATTY	883	70700
BAUDS	884	7274
BAUKS	885	99654
BAULK	886	511
BAURS	887	5523
BAVIN	888	95117
BAWDS	889	17363
BAWDY	890	90862
BAWKS	891	40219
BAWLS	892	56911
BAWNS	893	19275
BAWRS	894	44238
BAWTY	895	61252
BAYED	896	69338
BAYER	897	43445
BAYES	898	83978
BAYLE	899	85704
BAYOU	900	99565
BAYTS	901	71882
BAZAR	902	98413
BAZOO	903	45161
BEACH	904	10000
BEADS	905	36337
BEADY	906	99182
BEAKS	907	58673
BEAKY	908	26561
BEALS	909	60139
BEAMS	910	20723
BEAMY	911	35988
BEANO	912	67856
BEANS	913	18576
BEANY	914	73240
BEARD	915	94379
BEARE	916	87807
BEARS	917	92265
BEAST	918	93515
BEATH	919	63679
BEATS	920	17749
BEATY	921	59365
BEAUS	922	26590
BEAUT	923	91693
BEAUX	924	40626
BEBOP	925	62283
BECAP	926	72617
BECKE	927	3282
BECKS	928	59519
BEDAD	929	36652
BEDEL	930	3934
BEDES	931	68720
BEDEW	932	77103
BEDIM	933	20893
BEDYE	934	31583
BEECH	935	22546
BEEDI	936	37127
BEEFS	937	92093
BEEFY	938	92205
BEEPS	939	5869
BEERS	940	82796
BEERY	941	96205
BEETS	942	45875
BEFIT	943	84659
BEFOG	944	5854
BEGAD	945	97250
BEGAN	946	10409
BEGAR	947	2964
BEGAT	948	98157
BEGEM	949	39014
BEGET	950	69803
BEGIN	951	24868
BEGOT	952	933
BEGUM	953	52415
BEGUN	954	73680
BEIGE	955	28101
BEIGY	956	18538
BEING	957	24584
BEINS	958	60914
BEKAH	959	83823
BELAH	960	74470
BELAR	961	69852
BELAY	962	74760
BELCH	963	4308
BELEE	964	50177
BELGA	965	73067
BELIE	966	19034
BELLE	967	80768
BELLS	968	20439
BELLY	969	8994
BELON	970	84676
BELOW	971	75163
BELTS	972	17821
BEMAD	973	14280
BEMAS	974	98181
BEMIX	975	71424
BEMUD	976	12157
BENCH	977	89062
BENDS	978	56435
BENDY	979	74708
BENES	980	7930
BENET	981	2887
BENGA	982	52574
BENIS	983	85677
BENNE	984	87811
BENNI	985	71162
BENNY	986	22501
BENTO	987	2560
BENTS	988	53175
BENTY	989	83850
BEPAT	990	3036
BERAY	991	16418
BERES	992	53662
BERET	993	74528
BERGS	994	67224
BERKO	995	84507
BERKS	996	92892
BERME	997	2618
BERMS	998	12911
BEROB	999	84371
BERRY	1000	29604
BERTH	1001	90853
BERYL	1002	89991
BESAT	1003	64719
BESAW	1004	35939
BESEE	1005	16437
BESES	1006	52722
BESET	1007	1670
BESIT	1008	63834
BESOM	1009	84275
BESOT	1010	97933
BESTI	1011	1233
BESTS	1012	36136
BETAS	1013	81503
BETED	1014	31500
BETEL	1015	53539
BETES	1016	14435
BETHS	1017	26421
BETID	1018	18398
BETON	1019	65092
BETTA	1020	14020
BETTY	1021	29710
BEVEL	1022	47885
BEVER	1023	6661
BEVOR	1024	63916
BEVUE	1025	16646
BEVVY	1026	17527
BEWET	1027	31287
BEWIG	1028	49201
BEZEL	1029	59467
BEZES	1030	85098
BEZIL	1031	18076
BEZZY	1032	17991
BHAIS	1033	87279
BHAJI	1034	5191
BHANG	1035	7
BHATS	1036	58666
BHELS	1037	79489
BHOOT	1038	44710
BHUNA	1039	61082
BHUTS	1040	72875
BIACH	1041	70730
BIALI	1042	27767
BIALY	1043	96635
BIBBS	1044	21376
BIBES	1045	96683
BIBLE	1046	9861
BICCY	1047	91049
BICEP	1048	70631
BICES	1049	43629
BIDDY	1050	23800
BIDED	1051	68075
BIDER	1052	20806
BIDES	1053	79520
BIDET	1054	91341
BIDIS	1055	21986
BIDON	1056	87994
BIELD	1057	63972
BIERS	1058	11759
BIFFO	1059	52847
BIFFS	1060	4048
BIFFY	1061	76168
BIFID	1062	62457
BIGAE	1063	42519
BIGGS	1064	68230
BIGGY	1065	67101
BIGHA	1066	63126
BIGHT	1067	69125
BIGLY	1068	97096
BIGOS	1069	33941
BIGOT	1070	50775
BIJOU	1071	33292
BIKED	1072	63311
BIKER	1073	65343
BIKES	1074	18537
BIKIE	1075	64140
BILBO	1076	1091
BILBY	1077	43770
BILED	1078	65427
BILES	1079	28124
BILGE	1080	18046
BILGY	1081	36448
BILKS	1082	77515
BILLS	1083	82314
BILLY	1084	43340
BIMAH	1085	18535
BIMAS	1086	24728
BIMBO	1087	90228
BINAL	1088	4446
BINDI	1089	7443
BINDS	1090	30923
BINER	1091	6449
BINES	1092	79402
BINGE	1093	16442
BINGO	1094	14197
BINGS	1095	95789
BINGY	1096	84754
BINIT	1097	61967
BINKS	1098	85538
BINTS	1099	39102
BIOGS	1100	40946
BIOME	1101	37875
BIONT	1102	34001
BIOTA	1103	12791
BIPED	1104	46187
BIPOD	1105	73763
BIRCH	1106	23438
BIRDS	1107	41407
BIRKS	1108	30037
BIRLE	1109	15578
BIRLS	1110	44339
BIROS	1111	93582
BIRRS	1112	42948
BIRSE	1113	16111
BIRSY	1114	89711
BIRTH	1115	48158
BISES	1116	17912
BISKS	1117	14816
BISOM	1118	76171
BISON	1119	50618
BITCH	1120	89282
BITER	1121	89807
BITES	1122	58026
BITOS	1123	67640
BITOU	1124	61521
BITSY	1125	46290
BITTE	1126	9030
BITTS	1127	49652
BITTY	1128	47931
BIVIA	1129	16199
BIVVY	1130	48625
BIZES	1131	63475
BIZZO	1132	71230
BIZZY	1133	71112
BLABS	1134	6271
BLACK	1135	28512
BLADE	1136	99782
BLADS	1137	76402
BLADY	1138	17004
BLAER	1139	33632
BLAES	1140	71162
BLAFF	1141	20051
BLAGS	1142	226
BLAHS	1143	31617
BLAIN	1144	94368
BLAME	1145	9432
BLAMS	1146	78791
BLAND	1147	49130
BLANK	1148	86123
BLARE	1149	3335
BLART	1150	332
BLASE	1151	77973
BLASH	1152	69319
BLAST	1153	43633
BLATE	1154	52473
BLATS	1155	84066
BLATT	1156	28164
BLAUD	1157	17019
BLAWN	1158	51083
BLAWS	1159	57259
BLAYS	1160	31226
BLAZE	1161	1035
BLEAK	1162	74610
BLEAR	1163	26024
BLEAT	1164	36717
BLEBS	1165	45881
BLECH	1166	51289
BLEED	1167	4744
BLEEP	1168	62622
BLEES	1169	91864
BLEND	1170	56276
BLENT	1171	27964
BLERT	1172	93778
BLESS	1173	82872
BLEST	1174	13730
BLETS	1175	63158
BLEYS	1176	88381
BLIMP	1177	26307
BLIMY	1178	52181
BLIND	1179	25716
BLING	1180	63269
BLINI	1181	63183
BLINK	1182	64579
BLINS	1183	88908
BLINY	1184	69591
BLIPS	1185	54463
BLISS	1186	15109
BLIST	1187	75991
BLITE	1188	42660
BLITS	1189	61107
BLITZ	1190	86824
BLIVE	1191	29846
BLOAT	1192	92942
BLOBS	1193	58028
BLOCK	1194	70942
BLOCS	1195	28727
BLOGS	1196	17771
BLOKE	1197	34364
BLOND	1198	55630
BLOOD	1199	83827
BLOOK	1200	12580
BLOOM	1201	53197
BLOOP	1202	65076
BLORE	1203	69393
BLOTS	1204	89892
BLOWN	1205	24566
BLOWS	1206	43967
BLOWY	1207	95678
BLUBS	1208	5026
BLUDE	1209	94041
BLUDS	1210	55869
BLUDY	1211	55495
BLUED	1212	49952
BLUER	1213	63920
BLUES	1214	41722
BLUET	1215	91944
BLUEY	1216	39361
BLUFF	1217	84309
BLUID	1218	21002
BLUME	1219	87944
BLUNK	1220	3998
BLUNT	1221	71193
BLURB	1222	33680
BLURS	1223	88748
BLURT	1224	4566
BLUSH	1225	66768
BLYPE	1226	4967
BOABS	1227	20313
BOAKS	1228	46826
BOARD	1229	89100
BOARS	1230	1807
BOART	1231	59966
BOAST	1232	33679
BOATS	1233	94528
BOBAC	1234	29973
BOBAK	1235	69836
BOBAS	1236	23013
BOBBY	1237	16458
BOBOL	1238	1488
BOBOS	1239	65867
BOCCA	1240	20212
BOCCE	1241	55554
BOCCI	1242	60388
BOCHE	1243	69792
BOCKS	1244	57957
BODED	1245	67073
BODES	1246	59210
BODGE	1247	86690
BODHI	1248	65364
BODLE	1249	3863
BOEPS	1250	94790
BOETS	1251	23954
BOEUF	1252	31411
BOFFO	1253	26488
BOFFS	1254	88501
BOGAN	1255	31515
BOGEY	1256	8139
BOGGY	1257	49320
BOGIE	1258	291
BOGLE	1259	68643
BOGUE	1260	88197
BOGUS	1261	59771
BOHEA	1262	41742
BOHOS	1263	17211
BOILS	1264	94013
BOING	1265	41197
BOINK	1266	32356
BOITE	1267	85604
BOKED	1268	69019
BOKEH	1269	5932
BOKES	1270	67360
BOKOS	1271	5379
BOLAR	1272	77066
BOLAS	1273	93194
BOLDS	1274	95978
BOLES	1275	55553
BOLIX	1276	92483
BOLLS	1277	11009
BOLOS	1278	54451
BOLTS	1279	10336
BOLUS	1280	76674
BOMAS	1281	82231
BOMBE	1282	2829
BOMBO	1283	16457
BOMBS	1284	96293
BONCE	1285	18650
BONDS	1286	4252
BONED	1287	739
BONER	1288	90406
BONES	1289	86951
BONEY	1290	97993
BONGO	1291	5926
BONGS	1292	78598
BONIE	1293	59294
BONKS	1294	71125
BONNE	1295	16421
BONNY	1296	56307
BONUS	1297	38838
BONZA	1298	56377
BONZE	1299	13275
BOOAI	1300	38026
BOOAY	1301	68115
BOOBS	1302	67394
BOOBY	1303	55636
BOODY	1304	20018
BOOED	1305	58831
BOOFY	1306	77136
BOOGY	1307	95254
BOOHS	1308	5742
BOOKS	1309	99964
BOOKY	1310	10057
BOOLS	1311	53604
BOOMS	1312	64949
BOOMY	1313	15931
BOONG	1314	64837
BOONS	1315	49103
BOORD	1316	1030
